house_type,house_size,city,latitude,longitude,price,currency,numBathrooms,numBalconies,Status
4 BHK Independent House ,"5,896 sq ft",Delhi,28.57792091,77.16937256,504011,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.57413292,77.16131592,362262,INR,3.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.57792091,77.16937256,640101,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.57792091,77.16937256,704015,INR,4.0,2.0,Unfurnished
4 BHK Independent House ,"5,891 sq ft",Delhi,28.57792091,77.16937256,401015,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.57413292,77.16131592,301012,INR,3.0,2.0,Unfurnished
4 BHK Independent House ,"5,896 sq ft",Delhi,28.50527763,77.20741272,604015,INR,4.0,2.0,Unfurnished
5 BHK Independent House ,"6,521 sq ft",Delhi,28.50527763,77.20741272,401012,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.50527763,77.20741272,310102,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.50527763,77.20741272,401102,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.50527763,77.20741272,401012,INR,4.0,2.0,Unfurnished
4 BHK Independent House ,"6,521 sq ft",Delhi,28.50527763,77.20741272,504015,INR,4.0,2.0,Unfurnished
5 BHK Independent House ,"6,521 sq ft",Delhi,28.55949974,77.21679688,548181,INR,4.0,4.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.57893944,77.16504669,301012,INR,3.0,2.0,Unfurnished
5 BHK Independent House ,"6,521 sq ft",Delhi,28.55949974,77.21679688,549191,INR,4.0,2.0,Unfurnished
5 BHK Independent House ,"6,521 sq ft",Delhi,28.55949974,77.21679688,640110,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.57893944,77.16504669,320102,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,852 sq ft",Delhi,28.57893944,77.16504669,308212,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.57893944,77.16504669,310102,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,741 sq ft",Delhi,28.57893944,77.16504669,310102,INR,3.0,2.0,Unfurnished
4 BHK Independent House ,"5,896 sq ft",Delhi,28.50527763,77.20741272,604015,INR,4.0,2.0,Unfurnished
5 BHK Independent House ,"6,521 sq ft",Delhi,28.50527763,77.20741272,401012,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,741 sq ft",Delhi,28.55542183,77.20988464,301012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55542183,77.20988464,381812,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"3,011 sq ft",Delhi,28.55542183,77.20988464,301102,INR,3.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.53347588,77.19955444,504015,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.53347588,77.19955444,301022,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.53347588,77.19955444,401014,INR,4.0,2.0,Unfurnished
4 BHK Independent House ,"6,521 sq ft",Delhi,28.53347588,77.19955444,546116,INR,4.0,2.0,Unfurnished
4 BHK Independent House ,"5,896 sq ft",Delhi,28.53347588,77.19955444,704040,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.53347588,77.19955444,401105,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.55542183,77.20988464,301022,INR,4.0,4.0,Unfurnished
4 BHK Independent House ,"5,896 sq ft",Delhi,28.49571991,77.13581085,401015,INR,4.0,2.0,Unfurnished
5 BHK Villa ,"5,896 sq ft",Delhi,28.49571991,77.13581085,504015,INR,4.0,2.0,Unfurnished
4 BHK Independent House ,"5,896 sq ft",Delhi,28.52631378,77.14366913,310102,INR,4.0,2.0,Unfurnished
5 BHK Villa ,"6,521 sq ft",Delhi,28.52631378,77.14366913,401015,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.52631378,77.14366913,401012,INR,4.0,2.0,Unfurnished
5 BHK Villa ,"6,521 sq ft",Delhi,28.52631378,77.14366913,540101,INR,4.0,2.0,Unfurnished
5 BHK Villa ,"6,521 sq ft",Delhi,28.52631378,77.14366913,301012,INR,4.0,2.0,Unfurnished
5 BHK Villa ,"6,521 sq ft",Delhi,28.52631378,77.14366913,401121,INR,4.0,2.0,Unfurnished
4 BHK Independent House ,"5,896 sq ft",Delhi,28.52631378,77.14366913,301102,INR,4.0,2.0,Unfurnished
5 BHK Villa ,"6,521 sq ft",Delhi,28.52631378,77.14366913,301102,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.49946976,77.19647217,352925,INR,4.0,2.0,Unfurnished
5 BHK Independent House ,"6,521 sq ft",Delhi,28.49946976,77.19647217,362612,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.55949974,77.21679688,301012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.55949974,77.21679688,401012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.55949974,77.21679688,301012,INR,4.0,4.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57893944,77.16504669,301012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.55949974,77.21679688,301022,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57893944,77.16504669,401010,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57893944,77.16504669,401012,INR,4.0,2.0,Unfurnished
5 BHK Independent Floor ,"6,521 sq ft",Delhi,28.57893944,77.16504669,401012,INR,4.0,2.0,Unfurnished
5 BHK Villa ,"6,521 sq ft",Delhi,28.55949974,77.21679688,401122,INR,4.0,2.0,Unfurnished
5 BHK Independent House ,"6,521 sq ft",Delhi,28.55949974,77.21679688,548181,INR,4.0,4.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.57893944,77.16504669,301012,INR,3.0,2.0,Unfurnished
5 BHK Independent House ,"6,521 sq ft",Delhi,28.55949974,77.21679688,549191,INR,4.0,2.0,Unfurnished
5 BHK Independent House ,"6,521 sq ft",Delhi,28.55949974,77.21679688,640110,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.57893944,77.16504669,320102,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,852 sq ft",Delhi,28.57893944,77.16504669,308212,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.57893944,77.16504669,310102,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,741 sq ft",Delhi,28.57893944,77.16504669,310102,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"3,011 sq ft",Delhi,28.55542183,77.20988464,301102,INR,3.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.53347588,77.19955444,504015,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.53347588,77.19955444,301022,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.53347588,77.19955444,401014,INR,4.0,2.0,Unfurnished
4 BHK Independent House ,"6,521 sq ft",Delhi,28.53347588,77.19955444,546116,INR,4.0,2.0,Unfurnished
4 BHK Independent House ,"5,896 sq ft",Delhi,28.53347588,77.19955444,704040,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.53347588,77.19955444,401105,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.55542183,77.20988464,301022,INR,4.0,4.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.55542183,77.20988464,301022,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.55542183,77.20988464,301022,INR,4.0,2.0,Unfurnished
5 BHK Independent Floor ,"6,521 sq ft",Delhi,28.55542183,77.20988464,400110,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.55542183,77.20988464,301022,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,852 sq ft",Delhi,28.55542183,77.20988464,312552,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,253 sq ft",Delhi,28.55542183,77.20988464,230410,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,852 sq ft",Delhi,28.55542183,77.20988464,301012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,741 sq ft",Delhi,28.55542183,77.20988464,301012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55542183,77.20988464,381812,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55542183,77.20988464,301012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55542183,77.20988464,301012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55542183,77.20988464,301022,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.57893944,77.16504669,301012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,741 sq ft",Delhi,28.57893944,77.16504669,329559,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.57893944,77.16504669,301012,INR,3.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.6001606,77.22097778,1022001,INR,4.0,2.0,Unfurnished
5 BHK Villa ,"6,521 sq ft",Delhi,28.6001606,77.22097778,1202001,INR,4.0,2.0,Unfurnished
5 BHK Independent House ,"6,521 sq ft",Delhi,28.60173035,77.18534088,1012002,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.60173035,77.18534088,1211214,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.55739021,77.15714264,504101,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.55739021,77.15714264,640105,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"6,521 sq ft",Delhi,28.55739021,77.15714264,640110,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.55739021,77.15714264,540101,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.53174019,77.24913788,401102,INR,4.0,2.0,Unfurnished
4 BHK Independent House ,"5,896 sq ft",Delhi,28.53174019,77.24913788,504015,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.53174019,77.24913788,604104,INR,4.0,2.0,Unfurnished
4 BHK Independent House ,"5,896 sq ft",Delhi,28.53174019,77.24913788,848118,INR,4.0,2.0,Unfurnished
5 BHK Independent Floor ,"6,521 sq ft",Delhi,28.54154015,77.21611786,301012,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,741 sq ft",Delhi,28.54351997,77.22973633,301012,INR,3.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.54154015,77.21611786,401105,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.54351997,77.22973633,301012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,745 sq ft",Delhi,28.54351997,77.22973633,362625,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,741 sq ft",Delhi,28.54351997,77.22973633,362612,INR,3.0,2.0,Unfurnished
4 BHK Villa ,"6,521 sq ft",Delhi,28.54154015,77.21611786,540105,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.54154015,77.21611786,640101,INR,4.0,4.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.54154015,77.21611786,666262,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.54154015,77.21611786,401102,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.54351997,77.22973633,301022,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.54351997,77.22973633,301202,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.54351997,77.22973633,301012,INR,4.0,2.0,Unfurnished
5 BHK Independent Floor ,"6,521 sq ft",Delhi,28.54351997,77.22973633,401012,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"1,846 sq ft",Delhi,28.54276657,77.20674133,235925,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.54276657,77.20674133,301012,INR,3.0,2.0,Unfurnished
5 BHK Independent Floor ,"6,521 sq ft",Delhi,28.54276657,77.20674133,310202,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,741 sq ft",Delhi,28.54276657,77.20674133,301012,INR,3.0,2.0,Unfurnished
5 BHK Independent Floor ,"6,521 sq ft",Delhi,28.54276657,77.20674133,301012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.54276657,77.20674133,301012,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.54276657,77.20674133,301012,INR,3.0,2.0,Unfurnished
4 BHK Independent Floor ,"6,521 sq ft",Delhi,28.54276657,77.20674133,411222,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"3,011 sq ft",Delhi,28.54276657,77.20674133,321925,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.54276657,77.20674133,362162,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.54276657,77.20674133,301012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"1,856 sq ft",Delhi,28.54276657,77.20674133,235292,INR,3.0,2.0,Unfurnished
1 BHK Independent House ,750 sq ft,Delhi,28.6170063,77.29906464,14000,INR,1.0,1.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55739021,77.15714264,301012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55739021,77.15714264,301012,INR,3.0,3.0,Unfurnished
4 BHK Independent Floor ,"5,891 sq ft",Delhi,28.59763908,77.23332977,401100,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,852 sq ft",Delhi,28.55739021,77.15714264,321222,INR,3.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.59763908,77.23332977,401010,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55739021,77.15714264,301022,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55739021,77.15714264,301011,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55739021,77.15714264,301012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55739021,77.15714264,301012,INR,3.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57792091,77.16937256,401012,INR,4.0,2.0,Unfurnished
5 BHK Independent Floor ,"6,521 sq ft",Delhi,28.57792091,77.16937256,401105,INR,4.0,2.0,Unfurnished
5 BHK Independent Floor ,"6,521 sq ft",Delhi,28.57792091,77.16937256,310012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57893944,77.16504669,301102,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57893944,77.16504669,401015,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57893944,77.16504669,401015,INR,4.0,2.0,Unfurnished
5 BHK Independent Floor ,"6,522 sq ft",Delhi,28.57893944,77.16504669,401020,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.57893944,77.16504669,549181,INR,4.0,2.0,Unfurnished
4 BHK Independent House ,"5,896 sq ft",Delhi,28.57893944,77.16504669,640105,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.57893944,77.16504669,640101,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.57893944,77.16504669,704105,INR,4.0,3.0,Unfurnished
3 BHK Independent Floor ,"2,852 sq ft",Delhi,28.57792091,77.16937256,308211,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,741 sq ft",Delhi,28.57792091,77.16937256,308212,INR,3.0,2.0,Unfurnished
5 BHK Villa ,"6,521 sq ft",Delhi,28.60173035,77.18534088,1202001,INR,4.0,2.0,Unfurnished
5 BHK Independent House ,"6,521 sq ft",Delhi,28.60173035,77.18534088,2010102,INR,4.0,2.0,Unfurnished
4 BHK Independent House ,"5,896 sq ft",Delhi,28.59095383,77.22794342,1216229,INR,4.0,2.0,Unfurnished
4 BHK Independent House ,"6,521 sq ft",Delhi,28.59095383,77.22794342,1418181,INR,4.0,2.0,Unfurnished
5 BHK Villa ,"6,521 sq ft",Delhi,28.6206398,77.23696136,1210102,INR,4.0,2.0,Unfurnished
5 BHK Villa ,"5,896 sq ft",Delhi,28.6206398,77.23696136,1211881,INR,4.0,2.0,Unfurnished
4 BHK Independent House ,"5,896 sq ft",Delhi,28.59545326,77.21033478,1011001,INR,4.0,2.0,Unfurnished
5 BHK Independent Floor ,"6,521 sq ft",Delhi,28.55765915,77.21248627,301812,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.57262039,77.26422119,301012,INR,3.0,2.0,Unfurnished
5 BHK Independent Floor ,"6,521 sq ft",Delhi,28.55765915,77.21248627,301012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57262039,77.26422119,301012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57262039,77.26422119,301022,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57262039,77.26422119,301022,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57262039,77.26422119,381012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.61843681,76.96178436,362262,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.61843681,76.96178436,401012,INR,4.0,2.0,Unfurnished
5 BHK Independent Floor ,"6,521 sq ft",Delhi,28.61843681,76.96178436,401012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.52354813,77.20014191,301012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.52354813,77.20014191,301022,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.52354813,77.20014191,401012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.61843681,76.96178436,401012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.61843681,76.96178436,301022,INR,4.0,2.0,Unfurnished
5 BHK Independent Floor ,"5,896 sq ft",Delhi,28.61843681,76.96178436,401015,INR,4.0,4.0,Unfurnished
4 BHK Villa ,"6,521 sq ft",Delhi,28.52354813,77.20014191,540102,INR,4.0,2.0,Unfurnished
5 BHK Independent Floor ,"6,521 sq ft",Delhi,28.61843681,76.96178436,301012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.61843681,76.96178436,301022,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.61843681,76.96178436,401010,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.52354813,77.20014191,401012,INR,4.0,2.0,Unfurnished
4 BHK Independent House ,"6,521 sq ft",Delhi,28.52354813,77.20014191,540102,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.61843681,76.96178436,301012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.61843681,76.96178436,301012,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"6,521 sq ft",Delhi,28.52354813,77.20014191,401012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.54154015,77.21611786,301011,INR,4.0,2.0,Unfurnished
2 BHK Apartment ,990 sq ft,Delhi,28.53427887,77.20841217,14000,INR,,,Semi-Furnished
5 BHK Independent Floor ,"6,521 sq ft",Delhi,28.54154015,77.21611786,401105,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.53174019,77.24913788,301012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,562 sq ft",Delhi,28.54154015,77.21611786,625415,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"6,521 sq ft",Delhi,28.53174019,77.24913788,401010,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.54154015,77.21611786,301012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.53174019,77.24913788,301012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"6,521 sq ft",Delhi,28.54154015,77.21611786,301012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,521 sq ft",Delhi,28.54154015,77.21611786,540104,INR,4.0,2.0,Unfurnished
5 BHK Independent Floor ,"6,521 sq ft",Delhi,28.54154015,77.21611786,401012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.54154015,77.21611786,504015,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,741 sq ft",Delhi,28.54154015,77.21611786,301022,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.54154015,77.21611786,301012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.54154015,77.21611786,301022,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.54154015,77.21611786,301012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.54154015,77.21611786,301022,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.54154015,77.21611786,301012,INR,3.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.53174019,77.24913788,401102,INR,4.0,2.0,Unfurnished
4 BHK Independent House ,"5,896 sq ft",Delhi,28.53174019,77.24913788,504015,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.53174019,77.24913788,604104,INR,4.0,2.0,Unfurnished
4 BHK Independent House ,"5,896 sq ft",Delhi,28.53174019,77.24913788,848118,INR,4.0,2.0,Unfurnished
5 BHK Independent Floor ,"6,521 sq ft",Delhi,28.54154015,77.21611786,301012,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,741 sq ft",Delhi,28.54351997,77.22973633,301012,INR,3.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.54154015,77.21611786,401105,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.54351997,77.22973633,301012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,745 sq ft",Delhi,28.54351997,77.22973633,362625,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,741 sq ft",Delhi,28.54351997,77.22973633,362612,INR,3.0,2.0,Unfurnished
4 BHK Villa ,"6,521 sq ft",Delhi,28.54154015,77.21611786,540105,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.54154015,77.21611786,640101,INR,4.0,4.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.54154015,77.21611786,666262,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.54154015,77.21611786,401102,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.54351997,77.22973633,301022,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.54351997,77.22973633,301202,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.54351997,77.22973633,301012,INR,4.0,2.0,Unfurnished
5 BHK Independent Floor ,"6,521 sq ft",Delhi,28.54351997,77.22973633,401012,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55739021,77.15714264,301012,INR,3.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.59763908,77.23332977,1012022,INR,4.0,2.0,Unfurnished
5 BHK Independent House ,"6,521 sq ft",Delhi,28.59763908,77.23332977,1549118,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,896 sq ft",Delhi,28.59763908,77.23332977,1501012,INR,4.0,2.0,Unfurnished
4 BHK Villa ,"5,891 sq ft",Delhi,28.59763908,77.23332977,1744844,INR,4.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55739021,77.15714264,301022,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55739021,77.15714264,301011,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55739021,77.15714264,301012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.55739021,77.15714264,301012,INR,3.0,2.0,Unfurnished
3 BHK Independent Floor ,"2,856 sq ft",Delhi,28.59763908,77.23332977,301102,INR,3.0,2.0,Unfurnished
5 BHK Independent Floor ,"6,521 sq ft",Delhi,28.59763908,77.23332977,401012,INR,4.0,2.0,Unfurnished
5 BHK Independent Floor ,"6,521 sq ft",Delhi,28.59763908,77.23332977,322299,INR,4.0,2.0,Unfurnished
5 BHK Independent Floor ,"6,521 sq ft",Delhi,28.59763908,77.23332977,354915,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.67728996,77.15930176,401012,INR,4.0,2.0,Unfurnished
5 BHK Independent Floor ,"5,896 sq ft",Delhi,28.67728996,77.15930176,401012,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.67728996,77.15930176,410202,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.67728996,77.15930176,412225,INR,4.0,2.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57413292,77.16131592,301012,INR,4.0,4.0,Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Delhi,28.57413292,77.16131592,401012,INR,4.0,2.0,Unfurnished
