house_type,house_size,city,latitude,longitude,price,currency,numBathrooms,numBalconies,Status
3 BHK Independent Floor ,"2,250 sq ft",Delhi,28.54453087,77.24827576,100000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"4,950 sq ft",Delhi,28.54449463,77.21342468,200000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.5448494,77.24253845,105000,INR,3.0,,Furnished
3 BHK Independent Floor ,"2,700 sq ft",Delhi,28.54948235,77.2469101,120000,INR,3.0,,Furnished
7 BHK Independent Floor ,"9,000 sq ft",Delhi,28.55015373,77.24145508,1000000,INR,7.0,,Semi-Furnished
4 BHK Independent Floor ,"2,700 sq ft",Delhi,28.53895569,77.2000351,190000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"4,500 sq ft",Delhi,28.55015373,77.24145508,125000,INR,4.0,,Furnished
4 BHK Independent Floor ,"2,700 sq ft",Delhi,28.55015373,77.24145508,195000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,200 sq ft",Delhi,28.57893944,77.16504669,250000,INR,3.0,,Semi-Furnished
8 BHK Independent House ,"7,200 sq ft",Delhi,28.56025314,77.21965027,600000,INR,8.0,,Semi-Furnished
4 BHK Independent Floor ,"2,700 sq ft",Delhi,28.55015373,77.24145508,175000,INR,4.0,,Semi-Furnished
5 BHK Independent Floor ,"5,400 sq ft",Delhi,28.55857277,77.21083832,350000,INR,5.0,,Semi-Furnished
3 BHK Independent Floor ,"2,385 sq ft",Delhi,28.54448891,77.2288208,110000,INR,3.0,,Semi-Furnished
5 BHK Independent Floor ,"6,300 sq ft",Delhi,28.5457592,77.24568176,250000,INR,5.0,,Semi-Furnished
5 BHK Independent Floor ,"3,800 sq ft",Delhi,28.54272652,77.24005127,250000,INR,5.0,,Semi-Furnished
5 BHK Independent House ,"7,000 sq ft",Delhi,28.54306221,77.21394348,375000,INR,5.0,,Semi-Furnished
5 BHK Independent House ,"6,000 sq ft",Delhi,28.55907249,77.20407104,400000,INR,5.0,,Semi-Furnished
4 BHK Independent House ,"2,925 sq ft",Delhi,28.57263374,77.23251343,300000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"3,600 sq ft",Delhi,28.54732132,77.26038361,160000,INR,4.0,,Furnished
4 BHK Independent House ,"2,700 sq ft",Delhi,28.55195999,77.23581696,300000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,125 sq ft",Delhi,28.55802917,77.25524139,100000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"3,600 sq ft",Delhi,28.55195999,77.23581696,100000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"3,000 sq ft",Delhi,28.53667831,77.24420166,100000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"4,590 sq ft",Delhi,28.5623951,77.15291595,190000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,500 sq ft",Delhi,28.57263374,77.23251343,170000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"4,500 sq ft",Delhi,28.57624626,77.2793045,180000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,385 sq ft",Delhi,28.55097008,77.24377441,165000,INR,3.0,,Unfurnished
3 BHK Independent Floor ,"2,025 sq ft",Delhi,28.53667831,77.24420166,200000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.56025314,77.21965027,100000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,900 sq ft",Delhi,28.53398132,77.24250031,100000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"4,500 sq ft",Delhi,28.57624626,77.2793045,200000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,390 sq ft",Delhi,28.5457592,77.24568176,100000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"3,600 sq ft",Delhi,28.54306221,77.21394348,300000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"2,700 sq ft",Delhi,28.57727623,77.16886139,300000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"2,700 sq ft",Delhi,28.53398132,77.24250031,200000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"3,800 sq ft",Delhi,28.55016518,77.19645691,275000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"3,000 sq ft",Delhi,28.54306221,77.21394348,150000,INR,4.0,,Semi-Furnished
10 BHK Independent House ,"5,200 sq ft",Delhi,28.55016518,77.19645691,900000,INR,9.0,,Semi-Furnished
7 BHK Independent House ,"4,500 sq ft",Delhi,28.55195999,77.23581696,300000,INR,7.0,,Semi-Furnished
4 BHK Independent House ,"2,000 sq ft",Delhi,28.54306221,77.21394348,400000,INR,3.0,,Unfurnished
4 BHK Independent Floor ,"4,500 sq ft",Delhi,28.53616524,77.19776154,275000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"4,500 sq ft",Delhi,28.55195999,77.23581696,325000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"6,300 sq ft",Delhi,28.5457592,77.24568176,250000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.5687809,77.23298645,160000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"4,500 sq ft",Delhi,28.54933357,77.24269867,275000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,980 sq ft",Delhi,28.55015373,77.24145508,100000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"4,050 sq ft",Delhi,28.5457592,77.24568176,190000,INR,5.0,,Semi-Furnished
4 BHK Independent Floor ,"6,000 sq ft",Delhi,28.53895569,77.2000351,217000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"3,800 sq ft",Delhi,28.54306221,77.21394348,200000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"3,800 sq ft",Delhi,28.55195999,77.23581696,225000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.53873825,77.2490921,100000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.53873825,77.2490921,100000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"4,000 sq ft",Delhi,28.5467968,77.24838257,300000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,500 sq ft",Delhi,28.57263374,77.23251343,145000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,700 sq ft",Delhi,28.5687809,77.23298645,120000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"5,000 sq ft",Delhi,28.54449463,77.21342468,375000,INR,4.0,,Semi-Furnished
9 BHK Independent House ,"5,200 sq ft",Delhi,28.53042603,77.20252228,800000,INR,9.0,,Semi-Furnished
5 BHK Independent House ,"4,000 sq ft",Delhi,28.53398132,77.24250031,300000,INR,5.0,,Semi-Furnished
3 BHK Independent Floor ,"1,700 sq ft",Delhi,28.53873825,77.2490921,100000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"2,500 sq ft",Delhi,28.55844879,77.20293427,120000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"2,500 sq ft",Delhi,28.55844879,77.20293427,200000,INR,5.0,,Semi-Furnished
4 BHK Apartment ,"2,700 sq ft",Delhi,28.53873825,77.2490921,100000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.55721092,77.21279144,160000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"2,700 sq ft",Delhi,28.55721092,77.21279144,150000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"2,925 sq ft",Delhi,28.5687809,77.23298645,170000,INR,3.0,,Semi-Furnished
5 BHK Independent Floor ,"1,872 sq ft",Delhi,28.55015373,77.24145508,200000,INR,5.0,,Semi-Furnished
4 BHK Independent Floor ,"4,500 sq ft",Delhi,28.55015373,77.24145508,275000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"4,500 sq ft",Delhi,28.58775711,77.21530914,450000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,500 sq ft",Delhi,28.57263374,77.23251343,100000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,500 sq ft",Delhi,28.57263374,77.23251343,125000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"2,250 sq ft",Delhi,28.55844879,77.20293427,200000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,300 sq ft",Delhi,28.58775711,77.21530914,450000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,500 sq ft",Delhi,28.55016518,77.19645691,100000,INR,3.0,,Unfurnished
3 BHK Apartment ,"1,850 sq ft",Delhi,28.54448891,77.2288208,140000,INR,3.0,,Furnished
3 BHK Apartment ,"2,700 sq ft",Delhi,28.55195999,77.23581696,110000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"2,700 sq ft",Delhi,28.5687809,77.23298645,160000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.56470108,77.19415283,100000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,700 sq ft",Delhi,28.55195999,77.23581696,125000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,700 sq ft",Delhi,28.57263374,77.23251343,250000,INR,3.0,,Unfurnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.5687809,77.23298645,150000,INR,3.0,,Furnished
3 BHK Apartment ,"2,700 sq ft",Delhi,28.5687809,77.23298645,135000,INR,3.0,,Furnished
3 BHK Apartment ,"2,750 sq ft",Delhi,28.5457592,77.24568176,110000,INR,3.0,,Furnished
4 BHK Apartment ,"4,500 sq ft",Delhi,28.56470108,77.19415283,225000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"1,953 sq ft",Delhi,28.5687809,77.23298645,110000,INR,3.0,,Unfurnished
3 BHK Independent Floor ,"2,900 sq ft",Delhi,28.55195999,77.23581696,125000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,500 sq ft",Delhi,28.57263374,77.23251343,160000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"4,000 sq ft",Delhi,28.57615089,77.27926636,175000,INR,4.0,,Semi-Furnished
4 BHK Independent Floor ,"4,000 sq ft",Delhi,28.55016518,77.19645691,275000,INR,4.0,,Unfurnished
4 BHK Independent Floor ,"4,500 sq ft",Delhi,28.55195999,77.23581696,100000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,600 sq ft",Delhi,28.55195999,77.23581696,100000,INR,3.0,,Unfurnished
4 BHK Apartment ,"4,365 sq ft",Delhi,28.56470108,77.19415283,200000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"2,925 sq ft",Delhi,28.5687809,77.23298645,100000,INR,3.0,,Unfurnished
4 BHK Apartment ,"4,500 sq ft",Delhi,28.54322052,77.22436523,200000,INR,3.0,,Unfurnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.53873825,77.2490921,100000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.55195999,77.23581696,100000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,800 sq ft",Delhi,28.53972435,77.23821259,100000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,600 sq ft",Delhi,28.55195999,77.23581696,100000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.55195999,77.23581696,100000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"4,725 sq ft",Delhi,28.54195404,77.21608734,200000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"1,400 sq ft",Delhi,28.52456093,77.14914703,42000,INR,2.0,,Semi-Furnished
2 BHK Apartment ,"1,400 sq ft",Delhi,28.52387238,77.16138458,48000,INR,2.0,,Semi-Furnished
2 BHK Apartment ,900 sq ft,Delhi,28.52733421,77.15154266,35000,INR,2.0,,Semi-Furnished
4 BHK Apartment ,"2,200 sq ft",Delhi,28.53783226,77.15125275,140000,INR,4.0,,Semi-Furnished
2 BHK Apartment ,900 sq ft,Delhi,28.52632713,77.15073395,40000,INR,2.0,,Semi-Furnished
2 BHK Apartment ,900 sq ft,Delhi,28.52632713,77.15073395,35000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"1,400 sq ft",Delhi,28.53392029,77.1502533,65000,INR,2.0,,Semi-Furnished
2 BHK Apartment ,900 sq ft,Delhi,28.52632713,77.15073395,35000,INR,2.0,,Semi-Furnished
4 BHK Independent Floor ,"2,700 sq ft",Delhi,28.53398132,77.24250031,160000,INR,4.0,,Furnished
2 BHK Independent Floor ,500 sq ft,Delhi,28.6241684,77.0315094,13000,INR,2.0,,Semi-Furnished
2 BHK Independent Floor ,750 sq ft,Delhi,28.62621689,77.03955078,16000,INR,2.0,,Furnished
2 BHK Independent Floor ,500 sq ft,Delhi,28.62621689,77.03955078,15000,INR,2.0,,Furnished
3 BHK Independent Floor ,"1,000 sq ft",Delhi,28.62286377,77.04042053,15000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.55195999,77.23581696,125000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"3,600 sq ft",Delhi,28.53398132,77.24250031,300000,INR,4.0,,Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Delhi,28.58349419,77.07210541,38000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Delhi,28.59312439,77.03543091,38000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Delhi,28.58315849,77.06169891,38000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Delhi,28.59297943,77.0667038,38000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"1,150 sq ft",Delhi,28.49385643,77.18325043,45000,INR,2.0,,Furnished
2 BHK Apartment ,820 sq ft,Delhi,28.49288368,77.17655182,22000,INR,2.0,,Furnished
1 BHK Apartment ,380 sq ft,Delhi,28.49385643,77.18325043,9000,INR,1.0,,Unfurnished
3 BHK Apartment ,"1,700 sq ft",Delhi,28.55948448,77.05619812,37000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"1,800 sq ft",Delhi,28.60041809,77.0395813,37000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Delhi,28.59101105,77.06820679,38000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Delhi,28.59405136,77.03688812,38000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Delhi,28.59289169,77.06471252,37000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Delhi,28.58725357,77.03544617,32300,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Delhi,28.59659386,77.06090546,34000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Delhi,28.59845543,77.06237793,34000,INR,2.0,,Semi-Furnished
1 BHK Independent Floor ,450 sq ft,Delhi,28.61807823,77.04087067,8500,INR,1.0,,Semi-Furnished
2 BHK Independent Floor ,500 sq ft,Delhi,28.6241684,77.0315094,10000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"1,440 sq ft",Delhi,28.53763199,77.24907684,100000,INR,3.0,,Semi-Furnished
4 BHK Independent Floor ,"2,900 sq ft",Delhi,28.57263374,77.23251343,200000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,800 sq ft",Delhi,28.56477928,77.19426727,150000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,800 sq ft",Delhi,28.56477928,77.19426727,150000,INR,3.0,,Semi-Furnished
2 BHK Independent Floor ,500 sq ft,Delhi,28.62286377,77.04042053,8500,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"1,500 sq ft",Delhi,28.6241684,77.0315094,23000,INR,2.0,,Semi-Furnished
2 BHK Apartment ,720 sq ft,Delhi,28.49046516,77.17954254,12000,INR,2.0,,Semi-Furnished
4 BHK Independent Floor ,"2,700 sq ft",Delhi,28.55195999,77.23581696,180000,INR,4.0,,Semi-Furnished
1 RK Studio Apartment ,300 sq ft,Delhi,28.67461967,77.18017578,6000,INR,1.0,,Semi-Furnished
3 BHK Apartment ,"1,650 sq ft",Delhi,28.58351517,77.07209015,30000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"1,600 sq ft",Delhi,28.59462738,77.04219818,32000,INR,2.0,,Furnished
3 BHK Apartment ,"1,850 sq ft",Delhi,28.58669853,77.05449677,35000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"1,850 sq ft",Delhi,28.60176086,77.04917145,35000,INR,3.0,,Semi-Furnished
4 BHK Apartment ,"1,950 sq ft",Delhi,28.59079933,77.03842926,35000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"1,850 sq ft",Delhi,28.55675888,77.05436707,39000,INR,2.0,,Furnished
3 BHK Apartment ,"1,650 sq ft",Delhi,28.583498,77.06423187,26000,INR,2.0,,Semi-Furnished
4 BHK Apartment ,"1,950 sq ft",Delhi,28.58725357,77.03544617,35000,INR,3.0,,Semi-Furnished
4 BHK Apartment ,"2,200 sq ft",Delhi,28.57935143,77.05141449,39000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"1,850 sq ft",Delhi,28.59314919,77.06741333,33000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"1,600 sq ft",Delhi,28.55921364,77.05706787,30000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"1,650 sq ft",Delhi,28.59462738,77.04219818,26000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"1,850 sq ft",Delhi,28.59462738,77.04219818,45000,INR,2.0,,Furnished
4 BHK Apartment ,"2,000 sq ft",Delhi,28.59405136,77.03688812,49000,INR,4.0,,Semi-Furnished
3 BHK Apartment ,"1,650 sq ft",Delhi,28.59584618,77.06248474,28000,INR,2.0,,Semi-Furnished
4 BHK Apartment ,"2,400 sq ft",Delhi,28.5725193,77.04472351,54500,INR,4.0,,Semi-Furnished
3 BHK Apartment ,"1,750 sq ft",Delhi,28.5967617,77.06256866,27000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"1,514 sq ft",Delhi,28.70855713,77.32802582,13000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.57611275,77.04671478,55000,INR,3.0,,Semi-Furnished
3 BHK Apartment ,"2,200 sq ft",Delhi,28.5802021,77.05274963,65000,INR,3.0,,Semi-Furnished
4 BHK Apartment ,"2,400 sq ft",Delhi,28.58954048,77.04999542,60000,INR,4.0,,Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Delhi,28.59671402,77.06150818,40000,INR,2.0,,Semi-Furnished
4 BHK Apartment ,"2,200 sq ft",Delhi,28.58284187,77.06737518,45000,INR,3.0,,Furnished
4 BHK Apartment ,"2,400 sq ft",Delhi,28.59325218,77.05992889,55000,INR,2.0,,Semi-Furnished
4 BHK Apartment ,"1,800 sq ft",Delhi,28.5812645,77.07157135,40000,INR,3.0,,Semi-Furnished
1 BHK Apartment ,450 sq ft,Delhi,28.49385643,77.18325043,11000,INR,2.0,,Unfurnished
4 BHK Apartment ,"2,400 sq ft",Delhi,28.58725357,77.03544617,40000,INR,3.0,,Semi-Furnished
4 BHK Apartment ,"2,400 sq ft",Delhi,28.58954048,77.04999542,32000,INR,4.0,,Semi-Furnished
3 BHK Apartment ,"1,800 sq ft",Delhi,28.58529282,77.06371307,30000,INR,2.0,,Semi-Furnished
2 BHK Apartment ,"1,300 sq ft",Delhi,28.59462738,77.04219818,24000,INR,2.0,,Semi-Furnished
3 BHK Independent Floor ,"1,180 sq ft",Delhi,28.49385643,77.18325043,30000,INR,3.0,,Furnished
2 BHK Independent Floor ,"1,080 sq ft",Delhi,28.57625961,77.04273224,17000,INR,2.0,,Semi-Furnished
4 BHK Apartment ,"2,430 sq ft",Delhi,28.5612545,77.05734253,35000,INR,4.0,,Semi-Furnished
3 BHK Apartment ,"1,890 sq ft",Delhi,28.56194878,77.05779266,30000,INR,4.0,,Semi-Furnished
2 BHK Apartment ,"1,500 sq ft",Delhi,28.56265831,77.0621109,24000,INR,2.0,,Semi-Furnished
2 BHK Apartment ,"1,200 sq ft",Delhi,28.59646034,77.04383087,24000,INR,,,Semi-Furnished
2 BHK Apartment ,"1,310 sq ft",Delhi,28.5587635,77.06131744,24000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"1,700 sq ft",Delhi,28.58738708,77.07158661,32300,INR,3.0,,Semi-Furnished
2 BHK Apartment ,950 sq ft,Delhi,28.53419876,77.21559143,22000,INR,2.0,,Semi-Furnished
2 BHK Independent Floor ,540 sq ft,Delhi,28.60807991,77.04111481,13000,INR,2.0,,Semi-Furnished
1 RK Studio Apartment ,280 sq ft,Delhi,28.60807991,77.04111481,6500,INR,1.0,,Furnished
4 BHK Independent Floor ,"4,000 sq ft",Delhi,28.55068588,77.20052338,450000,INR,5.0,,Semi-Furnished
4 BHK Independent Floor ,"2,500 sq ft",Delhi,28.54725456,77.20079803,325000,INR,5.0,,Semi-Furnished
4 BHK Independent Floor ,"2,150 sq ft",Delhi,28.54448891,77.2288208,130000,INR,5.0,,Semi-Furnished
3 BHK Independent Floor ,"2,100 sq ft",Delhi,28.59951973,77.23078156,225000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,200 sq ft",Delhi,28.58849144,77.21805573,300000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.57263374,77.23251343,180000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.57263374,77.23251343,180000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.57263374,77.23251343,180000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.57263374,77.23251343,180000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.57263374,77.23251343,180000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.57263374,77.23251343,180000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.57263374,77.23251343,180000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.57263374,77.23251343,180000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.57263374,77.23251343,180000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.57263374,77.23251343,180000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.57263374,77.23251343,180000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.57263374,77.23251343,180000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,600 sq ft",Delhi,28.57889748,77.1645813,125000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,600 sq ft",Delhi,28.57889748,77.1645813,125000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,600 sq ft",Delhi,28.57889748,77.1645813,125000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,600 sq ft",Delhi,28.57889748,77.1645813,125000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,600 sq ft",Delhi,28.57889748,77.1645813,125000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,600 sq ft",Delhi,28.57889748,77.1645813,125000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.57263374,77.23251343,180000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.57263374,77.23251343,180000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.57263374,77.23251343,180000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.57263374,77.23251343,180000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.57263374,77.23251343,180000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"2,000 sq ft",Delhi,28.57263374,77.23251343,180000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,600 sq ft",Delhi,28.57889748,77.1645813,125000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,600 sq ft",Delhi,28.57889748,77.1645813,125000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,600 sq ft",Delhi,28.57889748,77.1645813,125000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,600 sq ft",Delhi,28.57889748,77.1645813,125000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,600 sq ft",Delhi,28.57889748,77.1645813,125000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,600 sq ft",Delhi,28.57889748,77.1645813,125000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,600 sq ft",Delhi,28.57889748,77.1645813,125000,INR,4.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.69317627,77.13703156,60000,INR,3.0,,Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.69649315,77.13860321,48000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.68938446,77.13739777,45000,INR,3.0,,Semi-Furnished
3 BHK Independent Floor ,"1,800 sq ft",Delhi,28.55806351,77.20298767,85000,INR,3.0,,Semi-Furnished
2 BHK Independent Floor ,700 sq ft,Delhi,28.63395691,77.0362854,14000,INR,2.0,,Furnished
1 BHK Apartment ,700 sq ft,Delhi,28.52632713,77.15073395,25000,INR,2.0,,Furnished
2 BHK Independent Floor ,850 sq ft,Delhi,28.62089157,77.0579834,18000,INR,2.0,,Furnished
2 BHK Independent Floor ,700 sq ft,Delhi,28.61945724,77.05670929,13000,INR,2.0,,Furnished
2 BHK Independent Floor ,650 sq ft,Delhi,28.62089157,77.0579834,11000,INR,2.0,,Semi-Furnished
3 BHK Apartment ,"1,750 sq ft",Delhi,28.56072044,77.05971527,45000,INR,3.0,,Semi-Furnished
1 BHK Independent Floor ,600 sq ft,Delhi,28.61868668,77.04715729,8299,INR,1.0,,Semi-Furnished
2 BHK Independent Floor ,700 sq ft,Delhi,28.61945724,77.05670929,11000,INR,2.0,,Semi-Furnished
2 BHK Independent Floor ,650 sq ft,Delhi,28.61945724,77.05670929,9000,INR,1.0,,Semi-Furnished
1 BHK Independent Floor ,650 sq ft,Delhi,28.6241684,77.0315094,12000,INR,1.0,,Furnished
